716	1
717	1
72	4
722	1
725	1
73	3
732	2
735	1
74	1
74351	1
747	1
75	3
752	2
7541	1
7567	1
7580	1
76	2
7600	1
76138	1
77	1
777	1
78	33
781	1
783	1
784	1
786100	1
788	4
789	1
79	2
7903	1
791	1
792	2
793	2
796	1
7962	1
798	2
8	8
80	3
800	4
8000	1
80000	1
801	1
8019	1
803	1
805	1
8053	1
806	1
807	1
811	1
814000	1
81owned	1
821201	1
822	2
82348	1
829	1
832	2
8328	1
8347	1
838	1
8395	1
8408	1
8415	1
84controlled	1
85	1
850	4
852	1
856	1
859	1
8590	1
86	2
862	1
863	1
865	2
870	1
88	1
881	1
8812point	1
881969	1
89	3
89136	1
8930000	1
8952	1
9	16
90	2
900	2
9000	2
900interactive	1
90s	1
92	1
9232	1
926	1
93	1
930	1
931	2
936	1
938	1
94243	1
94425000	1
95	3
951	1
952	1
953	2
96	1
962	1
97	4
975000	1
98	1
99	3
9914	2
999	2
a	888
abandoned	2
abandoning	1
abandonment	1
abated	1
abbie	2
abc	3
abduction	1
abitibiprice	1
able	1
abm	1
abortion	10
abortionrelated	1
abortionrights	3
abortions	1
abounded	1
abounds	1
about	130
above	5
abrasives	1
abroad	2
absence	2
absolutely	2
absorb	1
abstracts	1
absurd	1
abundant	1
abuse	1
ac	1
academic	2
academy	1
accede	1
accept	1
acceptable	1
acceptance	1
acceptances	1
accepted	8
access	8
accident	1
acclaim	1
accompanies	1
accomplished	1
accomplishment	1
accomplishments	1
accord	1
according	9
account	10
accountants	1
accounted	1
accounting	2
accounts	3
accumulate	1
accusations	1
accused	1
accusing	1
achenbaum	2
achieved	4
achievements	1
acknowledges	1
acquiesced	1
acquired	3
acquisition	9
acquisitions	3
acr	2
acre	1
acres	1
across	5
acrosstheboard	2
act	6
acting	3
action	9
actions	8
active	18
actively	1
activist	2
activists	3
activities	1
activity	26
actual	2
actually	9
ad	13
adams	2
adapted	1
add	3
added	27
addiction	1
addictiontreatment	1
addition	5
additional	3
additions	1
address	3
adds	8
adepts	1
adj	3563
adjp	724
adjpadj	432
adjpadp	1
adjpadv	14
adjpnoun	3
adjpprt	3
adjpverb	25
adjusted	3
adjusters	2
adjustment	3
adjustments	1
adjusts	1
administration	9
administrations	2
administrative	2
admitted	1
admittedly	1
adolescent	1
adopted	2
adorned	1
adp	4009
ads	7
adults	2
adunit	1
adv	1261
advance	3
advanced	14
advancers	7
advances	3
advancing	6
advantage	2
advantages	1
adventure	1
adversary	1
advertisements	1
advertisers	5
advertising	8
advice	2
advisable	1
advise	3
adviser	3
advisers	1
advising	1
advisories	1
advocate	1
advocated	1
advocates	3
advp	373
advp1	1
advpadj	25
advpadp	14
advpadv	1233
advpconj	1
advpdet	1
advpnoun	6
advpnum	3
advpprt	12
advpx	4
aeg	1
aer	2
aeroflot	1
affair	2
affairs	7
affect	4
affected	2
affects	1
affidavit	1
affiliate	2
affiliates	1
affluent	1
afghanistan	1
aflcio	1
aforethought	1
africa	5
african	3
africanamerican	1
afrikaner	2
afrikanerdom	1
afrikaners	1
after	42
aftereffects	1
aftermath	3
afternoon	6
aftershock	1
aftershocks	4
afterward	1
afterwards	2
ag	3
again	31
against	35
age	9
agencies	4
agency	10
agenda	1
agendas	1
agent	3
agents	4
aggie	1
aggressive	4
aggressively	3
aging	1
agip	1
agnew	1
ago	22
agonize	1
agree	4
agreed	3
agreement	13
agreements	1
agrees	1
agriculture	1
aguirresacasa	1
ahead	6
ahlerich	1
ai	1
aid	3
aides	1
aids	3
ailing	2
aim	2
aimless	1
aintitgreattobeatexan	1
air	17
airborne	2
aircraft	2
airfreight	2
airline	6
airlines	8
airport	2
airways	2
ajinomoto	1
akzo	1
ala	2
alabama	2
alan	3
alarming	1
alarms	2
alaska	1
albania	1
albert	2
albuquerque	1
alcohol	1
alcoholism	1
aldus	1
alert	1
alex	1
alien	1
aliens	1
alike	1
alisky	1
alive	2
all	84
allday	1
allegations	12
alleged	2
allegedly	2
allegiance	1
allen	2
alley	1
alliance	3
alliances	1
allianz	3
allied	1
allies	1
allow	8
allowed	1
allows	1
alltime	1
alltoosincere	1
alluring	1
ally	1
almost	14
alone	7
along	5
alonso	1
alpharetta	1
already	18
alreadyshaky	1
alreadystrained	1
also	186
altered	1
alternative	1
alternatives	2
although	4
alto	3
aluminum	1
alvin	1
always	12
am	29
amazement	2
ambition	1
ambitious	2
ambivalence	1
ambivalent	1
ambulance	1
amended	1
amendment	5
amerada	3
america	5
american	35
americans	7
amex	5
amgen	1
amid	4
ammonium	1
among	28
amount	2
amounted	1
amparano	1
amplified	1
amply	1
amr	1
amsterdam	3
amusing	1
an	146
anachronisms	1
analysis	3
analyst	3
analysts	33
analytical	2
analyze	1
analyzed	1
analyzing	1
anc	3
and	726
anderson	2
andersson	1
andreas	1
andy	1
angeles	6
anger	1
angered	1
angrist	1
angry	4
anheuser	1
anheuserbusch	1
animal	1
animalrights	1
animals	1
animosity	1
ann	1
annals	1
anne	1
anniston	1
announce	2
announced	8
announcement	8
announcements	2
annual	9
annuities	3
anomalous	1
anonymously	1
another	36
answer	5
answers	3
antiabortion	2
antiabortionist	1
antibody	1
anticancer	1
anticipated	4
antidepressant	1
antigovernment	1
antihomosexual	1
antinuclear	1
antitakeover	1
antithetical	2
antiunion	1
antiviral	1
antiwhite	1
antonio	2
anxiety	3
any	48
anybody	2
anymore	2
anyone	3
anything	12
anytime	1
anyway	3
aoun	1
aoyama	1
ap	2
apart	3
apartheid	1
apartments	1
apologies	1
apologists	1
apparel	3
apparent	3
apparently	11
appeal	4
appealed	1
appeals	3
appear	3
appearance	2
appeared	1
appears	5
appetite	3
applauded	2
applauding	1
apple	5
applebaum	1
apples	1
appliances	2
applicable	1
applicants	1
applications	4
apply	4
applying	1
appointment	3
appointments	3
appreciable	1
approach	5
approaches	1
appropriate	3
appropriately	1
appropriations	1
approval	9
approvals	2
approved	5
april	12
aquarium	1
aquino	1
ara	1
arable	1
arabs	2
arbitrage	4
arbitragers	1
arbitration	1
arbs	1
architecture	2
arco	1
are	327
area	9
areas	2
arena	1
arguably	1
argue	1
argued	2
argument	3
arguments	3
ariz	2
arizona	3
ark	1
arkla	1
arlington	1
arm	5
armonk	1
armor	1
armstrong	1
army	1
arnold	4
around	12
arpeggios	1
arrington	1
arrived	3
arrives	1
arriving	1
arrow	1
art	9
arteries	1
arthur	1
article	38
articles	3
artistic	1
artists	2
artsy	1
artworld	1
as	151
asbury	1
asensio	1
ashland	3
ashtontate	1
ashurst	1
asian	2
aside	1
asked	4
asking	2
asman	1
aspect	1
aspired	1
assassin	1
assembly	2
asset	3
assetbacked	4
assets	14
assistant	6
assisting	1
associate	1
associated	1
associates	2
association	6
assume	2
assumed	1
assumption	1
assumptions	1
assurance	1
assurances	1
astride	1
astronomical	1
at	210
athena	1
athenian	1
atkinson	1
atlanta	1
atlantic	4
atmarket	3
atmosphere	2
atmospheric	1
atolls	1
atop	2
atrium	1
att	5
attached	2
attack	3
attacking	1
attacks	2
attempt	1
attendance	3
attendants	1
attended	1
attic	1
attitude	2
attorney	2
attorneys	2
attracted	1
attraction	2
attractions	1
attractive	2
attractiveness	1
attribute	2
attributed	2
aucoin	1
auction	8
audacious	1
audience	2
audiencefriendly	1
audition	1
audits	1
aug	7
august	24
auspicious	1
aussedat	1
australia	3
authenticity	1
authorities	3
authority	1
authorize	1
authorized	1
auto	6
autoemissions	1
automatedteller	1
automobiles	1
automotive	3
automotiveemissionstesting	1
autumn	1
available	19
avalanche	1
averae	1
average	36
averaged	2
averages	4
averts	1
aviation	1
avoid	2
avoided	1
aw	1
await	1
awaiting	2
awaits	2
aware	1
away	6
awful	2
awfully	1
awkward	1
ayer	1
ayers	1
b	9
babelists	1
baby	1
bach	1
back	29
backed	1
backfired	2
background	1
backhoe	1
backlash	1
backlog	1
backonterrafirma	1
bacterial	1
bad	7
badly	1
bag	1
bags	2
bahamas	1
bail	1
bainbridge	1
baker	5
bakersfield	1
balance	2
balcor	1
baldwin	1
balking	1
ball	3
ballot	1
ballotburning	1
balloting	1
ballplayers	1
ballwin	1
bally	1
baltimorebased	1
bam	1
ban	1
banana	2
banc	1
banco	1
bancorp	1
bandler	1
bandwagon	2
banerian	1
banishment	1
bank	43
bankamerica	1
bankbacked	10
banker	2
bankers	6
bankfraud	1
banking	6
bankruptcy	5
bankruptcylaw	1
banks	27
banning	1
bans	1
bar	1
barbra	1
barclays	1
barefaced	1
barely	3
bargain	2
bargainbasement	1
bargaining	1
barges	1
barksdale	1
barnett	1
barney	1
barometer	2
barre	1
barrier	1
barriers	1
barry	2
bart	1
bartlett	1
base	15
baseball	2
based	6
bases	1
basham	1
basic	2
basically	1
basis	2
basketball	2
baskets	3
bastion	1
bat	4
bates	1
bathing	1
batibot	1
batter	1
batteries	2
battle	6
battled	1
battlefield	1
battleground	1
bay	6
be	94
beach	2
beale	1
beam	3
beaming	1
bear	5
bearings	1
bearish	3
bears	1
beat	1
beating	1
beatrice	2
beats	1
beaumont	1
beauregard	1
beautiful	1
beauty	1
became	9
because	31
become	14
becoming	7
bed	1
beddall	1
bedfellows	1
beebes	1
beecham	2
beef	1
beefeater	1
beefed	1
been	111
beer	3
beerdistribution	1
before	29
began	5
begin	1
beginning	4
beginnings	1
begins	2
behalf	1
behavior	3
behind	3
beijing	1
being	2
believe	5
believes	1
bell	9
bellwether	1
bellyflopped	1
belonged	1
belongings	1
below	8
belts	1
bemused	1
bench	1
benchmark	5
beneficial	3
beneficiaries	2
benefit	3
benefited	2
benefits	6
benign	3
bennett	1
berated	1
bereft	1
beretta	1
berkeley	2
berlin	1
berlitz	1
bern	2
berner	1
berra	1
berry	1
beside	1
besides	2
best	11
bet	2
bets	2
better	14
betterthanaverage	1
betting	1
bettner	1
betty	1
between	13
beverly	1
beware	1
beyond	3
bf	1
biannual	1
bias	1
bid	12
bidders	3
bidding	11
bids	5
big	48
bigger	4
biggest	11
bike	1
bikes	3
bill	13
billing	2
billion	42
billionaire	1
billions	3
bills	4
bind	1
biny	1
biologists	1
biology	1
biotechnology	3
birds	1
birmingham	3
bit	2
bite	1
bites	1
biting	1
bits	1
bitterly	1
bizarre	1
black	10
blackfigured	1
blacklisting	1
blacks	1
blades	1
blaine	1
blair	2
blame	1
blamed	1
blames	2
blast	2
blasts	1
blatant	1
bleak	1
bleeding	1
blink	1
blithely	1
bloated	1
bloc	2
bloch	1
block	4
blocks	3
blond	1
bloodandguts	1
bloomingdale	1
bloomington	1
blooper	1
blossomed	1
blow	6
blows	1
blue	4
bluechip	3
bluecollar	1
blueprint	1
blues	1
blum	1
blumenfeld	1
blunders	1
blunt	1
board	35
boards	1
boast	1
boasts	1
bobby	1
bodies	2
body	1
boehm	1
boeing	1
bogart	2
bolar	2
bolder	1
bolinas	1
bolsters	1
bolt	1
bolted	1
bombay	1
bond	38
bonds	56
bonnie	1
book	4
bookings	1
bookpublishing	1
books	6
boom	5
boomers	1
booming	1
boon	1
boost	7
boosted	3
boosters	1
boot	1
borden	1
border	2
bored	2
boren	4
bork	1
bornagain	1
borne	1
borrowed	2
borrower	1
borrowers	1
boss	2
bosses	1
bostian	1
boston	5
both	55
bother	1
bothersome	1
bottom	2
bottomline	1
bought	8
boulder	1
boulevard	1
bourbons	1
bow	1
bowed	1
bowker	1
box	2
boxoffice	1
boy	1
boycott	1
bozell	1
bpca	1
brace	1
bracing	1
bradley	1
bradstreet	2
brady	1
brain	3
branch	1
branched	1
branches	3
brand	5
brandname	1
brands	6
brandy	1
brannigan	1
brauchli	1
brave	1
bravest	1
bravura	1
brawls	1
brazilian	1
bread	1
breadandbutter	1
break	2
breakers	1
breaking	1
breakthrough	1
breakup	1
breathed	1
breeden	3
breeders	1
breeding	1
brewery	1
brewing	3
bricks	1
bridge	2
bridges	1
brief	4
briefly	1
briefs	5
briggs	1
brigham	1
bright	1
bring	4
bringing	1
brings	1
bristolmyers	1
britain	5
british	14
broad	4
broadcast	1
broadcasting	1
broader	6
broadest	1
brockville	1
broderick	1
broke	3
broken	2
broker	2
brokerage	7
brokers	15
brookings	1
brookline	1
brooklyn	1
brooks	1
brotherism	1
brothers	6
brought	5
brow	2
brown	6
brownforman	1
bruce	1
brushes	1
brussels	2
bryner	1
bsb	1
buckled	1
buckling	1
budged	2
budget	5
budgets	1
buffer	1
buffett	1
buffs	1
bug	1
bugaboo	1
build	3
builders	1
building	10
buildings	4
built	2
builtin	1
bulbs	1
bulgaria	2
bulldozers	1
bullion	1
bullish	4
bullocks	1
bulls	1
bumiputra	1
bumpy	1
bunch	2
bundys	1
burdens	1
bureacratic	1
bureau	11
bureaucratic	3
bureaucrats	1
burglary	1
burgs	1
burlington	2
burnham	1
burnouts	1
burns	2
burnt	1
bursts	1
bush	20
busier	1
business	74
businesses	13
businessmen	1
busy	1
but	313
butte	1
butterfat	1
button	1
buttonedup	1
buy	10
buyback	2
buyer	1
buyers	5
buying	4
buynow	1
buyout	9
buyouts	1
buys	2
buzzell	1
buzzword	1
by	106
bynoe	1
byrd	1
bystanders	1
c	4
ca	14
cable	5
cables	1
cabletelevision	1
cablevision	1
cabrera	2
cachet	1
cadillac	1
cae	1
cafeteria	1
caffeinefree	2
cairo	2
calculated	1
calculations	1
calculators	1
calendar	1
calif	7
california	21
californians	1
calisto	1
call	11
callable	1
called	10
calliope	1
calls	12
calming	1
caltrans	1
cambodian	1
camden	1
came	17
camera	2
camp	1
campaign	4
campeau	7
camps	1
can	55
canada	5
canadian	2
canal	1
canceled	1
cancer	1
cancersuppressors	1
candid	1
candidacy	1
candidate	1
candidates	2
canning	1
cannot	2
cans	1
canton	1
cantor	1
cap	3
capabilities	1
capability	1
capable	1
capacity	2
capital	26
capitalgains	2
capitalism	1
capitalistic	1
capitalization	1
car	9
carat	1
carbideproducts	1
card	1
cardigan	1
cards	1
care	6
career	4
careers	1
carefully	1
carey	1
cargo	1
caribbean	2
carl	1
carnival	3
carolg	1
carolina	5
carolinians	1
carpenter	3
carpet	1
carpets	1
carried	2
carrier	2
carriers	2
carries	1
carroll	1
carry	3
carrying	1
cars	11
cartoons	1
case	30
cases	9
cash	14
cashed	1
casino	2
casinos	1
cast	2
castoroil	1
casts	1
casualty	2
catalog	1
catalyst	1
catastrophe	1
catastrophes	1
catch	1
category	1
caterer	1
caterpillar	1
cathay	2
cats	1
caught	2
cause	6
caused	6
causing	1
caution	5
cautioned	1
cautions	1
cautious	5
caveat	1
caygill	1
cboe	1
cbs	3
cd	3
cds	9
ceaselessly	1
ceding	1
ceiling	1
celebrate	1
celebrities	1
celebrity	1
celimene	2
cell	1
cells	1
cellular	1
celnicker	1
celtona	1
cement	2
censorship	1
census	1
cent	4
centenarians	1
centennial	1
center	17
centers	4
central	4
centrifugal	1
centrust	4
cents	19
century	2
centuryfox	1
ceo	1
ceramics	1
cereal	1
certain	7
certainly	6
certificates	3
certification	1
cetus	1
cfcs	1
chad	1
chain	5
chained	1
chains	1
chairman	20
challenge	6
challengers	1
challenges	3
chamber	1
champ	1
champagne	1
champion	2
chan	1
chance	3
chandler	3
change	25
changed	16
changes	19
changing	3
channel	1
chaotic	1
chaps	1
chapter	5
character	2
characterrecognition	1
characters	2
charge	29
charged	1
charges	12
charities	3
charity	2
charles	2
charlie	1
charlotte	1
charter	1
charts	1
chasing	1
chauffeurs	1
cheap	3
cheaper	3
check	4
checking	1
checkoff	1
cheer	1
cheering	1
chemex	1
chemical	4
chemicals	3
chemist	1
chemistry	1
cheney	1
chestman	1
chestswelling	1
chevrolet	1
chevron	2
chew	1
chez	1
chicago	10
chicagoans	2
chicagobased	1
chicanery	1
chichi	1
chickenmutilating	1
chief	26
child	2
childcare	1
children	5
chilling	1
chimney	1
chin	1
china	11
chinabound	1
chinese	4
chip	1
chips	5
chiron	1
chivas	2
choice	3
choices	2
cholesterol	1
chongju	1
choose	1
chop	1
chords	1
chores	1
chose	1
chosen	1
chris	1
christian	1
christians	1
christmas	2
christopher	1
chromosome	2
chrysler	2
church	1
cia	1
ciba	1
cigarette	1
cigarettes	1
cincinnati	3
cincinnatibased	1
cineplex	1
circle	2
circles	1
circuit	1
circulation	2
circumstances	1
circus	1
cite	1
cited	6
citicorp	4
cities	3
citiesabc	1
citing	1
citizen	1
citizens	2
city	17
citywide	1
civic	1
civil	9
claim	2
claimants	1
claimed	1
claims	8
clarcor	1
clark	1
clarke	1
clash	1
clashes	1
class	7
classes	1
classic	1
classifies	1
clause	3
clay	1
clean	1
cleaned	1
cleaner	1
cleans	1
cleanup	2
clear	8
clearance	2
clearcut	1
clearing	1
clearly	11
clientele	1
clients	6
clifton	1
climate	2
climb	1
climbed	9
climbing	2
clinched	1
cling	1
clinic	1
clinical	1
clips	1
close	18
closed	34
closedcircuit	1
closedend	2
closely	7
closer	4
closes	1
closest	1
closet	1
closeup	1
closing	2
clothiers	1
clouded	1
clouds	2
clout	1
clubs	1
clump	1
clutter	1
cluttered	1
cna	1
cnbc	1
cnn	2
co	46
coach	1
coal	2
coast	1
coastal	1
coaster	2
coasters	1
coates	1
coating	1
cobb	2
coburn	1
cocacola	1
cochief	1
cockburn	1
cocoa	2
coda	1
code	3
coelho	1
coffee	4
cofounded	1
coherent	1
cohesive	1
coin	1
coincidental	1
coins	1
coke	5
cola	1
cold	2
colgate	2
collaboration	1
collagen	2
collapse	3
collapsed	2
collateral	10
collateralized	1
collection	4
college	1
collegeeducated	1
colleges	2
collins	1
colo	1
colombia	1
color	2
colorado	2
colson	1
columbia	8
column	3
columnist	3
comair	2
comanaging	1
combat	1
combination	1
combine	2
combined	1
combing	1
come	20
comeback	2
comedy	1
comerica	1
comes	4
comfortable	2
comforting	1
comic	2
coming	8
command	2
commandment	1
commendable	1
comment	28
commentary	1
commented	1
comments	3
commerce	1
commercial	25
commerciale	1
commercials	2
commerzbank	1
commission	6
commissioner	1
commissions	2
commitment	3
commitments	2
committed	2
committee	7
committees	1
committing	1
commodities	2
commodity	2
common	33
commonplace	1
communications	7
communist	2
communists	2
communities	2
community	4
commute	2
commuters	2
companies	51
company	109
compaq	1
comparable	11
comparably	1
comparative	1
compared	6
compares	1
comparison	3
comparisons	1
compelled	1
compensation	1
compete	2
competent	2
competing	2
competition	15
competitive	2
competitor	1
compiler	1
complain	2
complained	2
complaint	3
complaints	1
complete	6
completed	3
completely	1
completion	3
complex	3
compliance	3
complicated	1
complication	1
compliment	1
components	2
composite	10
composites	1
compound	4
compounding	1
comprehensive	3
comprise	1
compromise	2
compuserve	1
computer	17
computergenerated	1
computerguided	3
computers	7
computing	1
con	1
conasupo	1
concede	1
conceded	1
concedes	1
concentrate	1
concept	2
conception	1
concern	22
concerned	4
concerns	11
concert	1
concluded	1
concluding	1
conclusions	2
concocts	1
concord	1
concrete	3
condition	1
conditioned	1
conditions	2
conduct	2
conducting	1
confectionery	1
conference	5
confers	1
confessed	2
confesses	1
confession	1
confidants	1
confidence	2
confident	1
confidential	1
confirm	3
confirmation	1
confirmed	1
confirms	1
confiscate	1
conflict	2
confused	1
confusing	3
confusion	2
congestion	1
conglomerate	1
congratulating	1
congress	7
congressional	4
congressman	1
congressmen	2
conj	1125
conjp	7
conn	1
connaught	2
connection	2
connections	1
conner	3
connoisseur	1
conscientious	1
consecutive	1
consensus	2
consent	1
consequence	1
consequences	1
conservative	1
conservatives	3
consider	2
considerable	2
consideration	4
considering	3
considers	2
consistently	1
consolidated	1
consolidation	1
consolidations	1
conspired	1
constant	2
constitute	2
constitutional	1
constraints	1
construction	9
consultant	4
consultants	4
consulting	4
consumer	11
consumers	2
consumption	4
contained	1
container	1
containerboard	1
containers	1
contains	1
contemplate	1
contend	1
contends	1
contention	1
contentious	1
contesting	1
continent	1
continental	6
continentals	1
contingencies	1
contingency	1
continue	10
continued	6
continues	2
continuing	3
contract	8
contractor	5
contractors	1
contracts	7
contrast	4
contribued	1
contribute	1
contributed	34
contributing	1
contributors	2
control	10
controlled	1
controlling	2
controls	1
controversial	1
controversy	5
conundrum	1
convenience	1
convenient	1
convent	1
conventional	2
conversion	1
convert	1
convertible	3
conviction	2
convictions	1
convicts	1
convulsions	1
conway	1
cool	3
cooled	2
coolly	1
cooperation	3
coopers	2
coors	3
copper	8
copy	1
copying	1
copyright	2
cordis	1
core	2
corn	1
cornea	1
corneal	1
corning	1
corp	55
corporate	34
corporates	2
corporation	1
corporations	3
corpse	1
corr	1
correct	2
corridors	1
corruption	4
corry	1
cos	2
cosmetic	1
cosmetics	2
cost	12
costlier	1
costly	4
costreduction	1
costs	20
costume	1
cotton	2
couched	1
could	64
council	1
counsel	2
counseling	1
count	1
counter	2
counterbid	1
counterclaim	1
countered	1
counters	1
counties	1
countries	7
country	11
counts	4
county	3
coup	1
couple	2
couples	1
coupon	3
course	16
coursecorrection	1
courses	1
court	21
courthouse	1
courting	1
courtroom	2
courts	3
cousins	1
cover	2
coverage	4
covered	1
covering	3
covers	5
covetous	1
cowboys	1
cpi	1
cra	1
cracking	1
crackle	1
cracks	1
craig	3
cramps	1
crandall	1
crane	2
crash	6
cray	2
craze	1
crazy	1
create	1
created	5
creates	2
creation	2
creative	2
creativity	2
creatures	1
credentials	1
credibility	3
credible	3
credit	19
creditcard	3
creditor	1
creditors	3
credits	4
creeping	1
cremonie	1
crept	1
crested	1
crestmont	1
crime	1
crimes	1
criminal	3
criminallaw	1
crippling	1
crisis	4
critic	1
critical	4
criticism	5
criticisms	1
criticized	4
criticizes	1
critics	4
critique	1
croaker	1
crop	1
crops	1
cross	1
crossed	1
crowd	3
crowded	3
crowds	1
crown	2
crucial	2
crude	3
crudeoil	2
cruel	1
cruise	4
crumbling	2
crusade	1
crusader	1
crushes	1
crust	1
crystal	1
cub	1
cuba	2
cuban	3
cubanamerican	1
cuckoo	1
cucumber	1
cue	1
culpa	1
cultural	3
culture	4
cultures	1
cumulative	1
cup	3
curb	1
curdling	1
curious	1
currencies	5
currency	2
current	17
currently	19
curtains	1
curtis	1
cushioning	1
customer	5
customers	8
customized	1
custommade	1
customs	1
cut	10
cuts	4
cutters	1
cutting	2
cuttingtools	1
cyanamid	2
cycle	1
cycles	1
cynic	1
cynical	1
czars	1
czech	2
czeslaw	1
d	2
dad	1
daewoo	1
daihatsu	1
dailies	1
